location,location_code,geographic_level,time_period,data_type,institution_group,level_methodology,cohort_level_group,characteristic,all_unknown,all_notsust,cohort,appren,education,all_work
Cheshire East,E06000049,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,42,113,482,81,110,136
Cheshire East,E06000049,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,46,86,594,116,132,214
Cheshire East,E06000049,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,123,236,3105,299,1608,839
Cheshire East,E06000049,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,234,572,5017,573,2219,1419
Cheshire East,E06000049,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,56,145,556,90,102,163
Cheshire East,E06000049,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,71,198,1198,167,339,423
Cheshire East,E06000049,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,107,229,3263,316,1778,833
Cheshire East,E06000049,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,243,594,4843,486,2109,1411
Cheshire East,E06000049,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,56,177,658,109,129,187
Cheshire East,E06000049,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,53,158,827,111,206,299
Cheshire East,E06000049,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,134,259,3358,266,1774,925
Cheshire West and Chester,E06000050,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,150,364,3628,324,1843,947
Cheshire West and Chester,E06000050,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,50,122,395,70,43,110
Cheshire West and Chester,E06000050,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,24,58,408,70,106,150
Cheshire West and Chester,E06000050,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,76,184,2825,184,1694,687
Cheshire West and Chester,E06000050,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,85,221,2397,233,1297,561
Cheshire West and Chester,E06000050,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,24,64,210,51,8,63
Cheshire West and Chester,E06000050,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,10,24,129,28,12,55
Cheshire West and Chester,E06000050,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,51,133,2058,154,1277,443
Cheshire West and Chester,E06000050,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,80,184,2285,196,1278,547
Cheshire West and Chester,E06000050,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,19,53,170,37,7,54
Cheshire West and Chester,E06000050,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,6,18,92,24,6,38
Cheshire West and Chester,E06000050,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,55,113,2023,135,1265,455
Cumbria,E10000006,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,217,483,4509,853,1807,1149
Cumbria,E10000006,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,56,140,558,116,61,185
Cumbria,E10000006,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,51,150,898,279,150,268
Cumbria,E10000006,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,110,193,3053,458,1596,696
Cumbria,E10000006,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,159,467,3981,741,1581,1033
Cumbria,E10000006,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,48,161,534,125,49,151
Cumbria,E10000006,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,34,131,891,254,176,296
Cumbria,E10000006,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,77,175,2556,362,1356,586
Cumbria,E10000006,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,173,471,3863,734,1585,900
Cumbria,E10000006,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,38,154,555,151,73,139
Cumbria,E10000006,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,34,106,666,208,129,189
Cumbria,E10000006,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,101,211,2642,375,1383,572
Halton,E06000006,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,94,252,1890,181,838,525
Halton,E06000006,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,35,96,325,44,76,74
Halton,E06000006,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,21,67,482,66,201,127
Halton,E06000006,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,38,89,1083,71,561,324
Halton,E06000006,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,74,239,1508,150,638,407
Halton,E06000006,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,32,86,245,42,27,58
Halton,E06000006,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,23,80,431,44,152,132
Halton,E06000006,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,19,73,832,64,459,217
Halton,E06000006,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,83,342,1840,177,763,475
Halton,E06000006,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,40,143,371,38,65,85
Halton,E06000006,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,18,88,468,56,171,135
Halton,E06000006,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,25,111,1001,83,527,255
Knowsley,E08000011,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,39,129,487,59,123,137
Knowsley,E08000011,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,14,51,111,13,13,20
Knowsley,E08000011,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,6,39,152,31,25,51
Knowsley,E08000011,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,19,39,224,15,85,66
Knowsley,E08000011,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,36,121,486,61,147,121
Knowsley,E08000011,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,13,51,126,18,12,32
Knowsley,E08000011,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,17,53,233,30,78,55
Knowsley,E08000011,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,6,17,127,13,57,34
Knowsley,E08000011,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,25,72,181,27,11,46
Knowsley,E08000011,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,19,44,94,14,0,17
Knowsley,E08000011,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,4,18,48,7,0,19
Knowsley,E08000011,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,2,10,39,6,11,10
Lancashire,E10000017,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,581,1294,10658,1134,5275,2374
Lancashire,E10000017,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,212,462,1452,222,244,312
Lancashire,E10000017,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,92,282,1523,297,427,425
