"time_period","area","geographic_level","Total Completed Key Stage 4","Cohort Group","Unknown","Not Recorded as a Sustained Destination","Sustained Apprenticeships","Sustained Education","Sustained Employment"
201718,"Wirral","LADU","342","All other qualifications","45","98","59","70","70"
201718,"Wirral","LADU","408","Level 2","20","84","77","136","91"
201718,"Wirral","LADU","2465","Level 3","80","155","157","1604","469"
201819,"Wirral","LADU","2928","Total","119","420","249","1515","625"
201819,"Wirral","LADU","347","All other qualifications","32","129","45","46","95"
201819,"Wirral","LADU","410","Level 2","22","108","70","89","121"
201819,"Wirral","LADU","2171","Level 3","65","183","134","1380","409"
201920,"Wirral","LADU","3229","Total","151","459","306","1639","674"
201920,"Wirral","LADU","462","All other qualifications","43","150","86","76","107"
201920,"Wirral","LADU","476","Level 2","19","117","57","155","128"
201920,"Wirral","LADU","2291","Level 3","89","192","163","1408","439"
201718,"Barnsley","LADU","2271","Total","143","351","304","915","558"
201718,"Barnsley","LADU","370","All other qualifications","46","114","72","49","89"
201718,"Barnsley","LADU","612","Level 2","42","115","107","185","163"
201718,"Barnsley","LADU","1289","Level 3","55","122","125","681","306"
201819,"Barnsley","LADU","2163","Total","91","349","268","855","600"
201819,"Barnsley","LADU","370","All other qualifications","37","119","64","60","90"
201819,"Barnsley","LADU","695","Level 2","31","130","94","199","241"
201819,"Barnsley","LADU","1098","Level 3","23","100","110","596","269"
201920,"Barnsley","LADU","2510","Total","131","402","320","1014","643"
201920,"Barnsley","LADU","457","All other qualifications","55","132","65","91","114"
201920,"Barnsley","LADU","550","Level 2","24","115","117","133","161"
201920,"Barnsley","LADU","1503","Level 3","52","155","138","790","368"
201718,"Bradford","LADU","5093","Total","389","828","397","2662","817"
201718,"Bradford","LADU","921","All other qualifications","166","312","75","216","152"
201718,"Bradford","LADU","825","Level 2","77","188","116","263","181"
201718,"Bradford","LADU","3347","Level 3","146","328","206","2183","484"
201819,"Bradford","LADU","4791","Total","322","769","322","2583","795"
201819,"Bradford","LADU","862","All other qualifications","138","301","54","223","146"
201819,"Bradford","LADU","1077","Level 2","85","224","110","453","205"
201819,"Bradford","LADU","2852","Level 3","99","244","158","1907","444"
201920,"Bradford","LADU","4333","Total","290","661","303","2400","679"
201920,"Bradford","LADU","757","All other qualifications","128","251","72","178","128"
201920,"Bradford","LADU","671","Level 2","54","167","74","218","158"
201920,"Bradford","LADU","2905","Level 3","108","243","157","2004","393"
201718,"Calderdale","LADU","1954","Total","137","299","193","931","394"
201718,"Calderdale","LADU","282","All other qualifications","44","108","36","36","58"
201718,"Calderdale","LADU","257","Level 2","25","57","43","86","46"
201718,"Calderdale","LADU","1415","Level 3","68","134","114","809","290"
201819,"Calderdale","LADU","2003","Total","129","357","212","879","426"
201819,"Calderdale","LADU","312","All other qualifications","41","137","40","33","61"
201819,"Calderdale","LADU","366","Level 2","30","94","58","92","92"
201819,"Calderdale","LADU","1325","Level 3","58","126","114","754","273"
201920,"Calderdale","LADU","1841","Total","116","304","245","835","341"
201920,"Calderdale","LADU","298","All other qualifications","46","112","44","61","35"
201920,"Calderdale","LADU","297","Level 2","15","69","73","65","75"
201920,"Calderdale","LADU","1246","Level 3","55","123","128","709","231"
201718,"Doncaster","LADU","2445","Total","155","360","317","966","647"
201718,"Doncaster","LADU","423","All other qualifications","51","113","87","67","105"
201718,"Doncaster","LADU","438","Level 2","41","97","65","72","163"
201718,"Doncaster","LADU","1584","Level 3","63","150","165","827","379"
201819,"Doncaster","LADU","2348","Total","108","414","279","889","658"
201819,"Doncaster","LADU","370","All other qualifications","44","116","67","34","109"
201819,"Doncaster","LADU","661","Level 2","40","180","83","102","256"
201819,"Doncaster","LADU","1317","Level 3","24","118","129","753","293"
201920,"Doncaster","LADU","1721","Total","75","220","212","833","381"
201920,"Doncaster","LADU","273","All other qualifications","40","86","62","5","80"
201920,"Doncaster","LADU","148","Level 2","13","52","31","7","45"
201920,"Doncaster","LADU","1300","Level 3","22","82","119","821","256"
201718,"East Riding of Yorkshire","LADU","2415","Total","144","313","271","1060","627"
201718,"East Riding of Yorkshire","LADU","329","All other qualifications","35","98","60","34","102"
201718,"East Riding of Yorkshire","LADU","360","Level 2","41","84","63","50","122"
201718,"East Riding of Yorkshire","LADU","1726","Level 3","68","131","148","976","403"
201819,"East Riding of Yorkshire","LADU","2407","Total","121","348","244","1072","622"
201819,"East Riding of Yorkshire","LADU","305","All other qualifications","36","102","42","46","79"
201819,"East Riding of Yorkshire","LADU","491","Level 2","34","119","64","98","176"
201819,"East Riding of Yorkshire","LADU","1611","Level 3","51","127","138","928","367"
201920,"East Riding of Yorkshire","LADU","2451","Total","101","381","240","1118","611"
201920,"East Riding of Yorkshire","LADU","324","All other qualifications","25","112","42","67","78"
201920,"East Riding of Yorkshire","LADU","400","Level 2","17","100","51","108","124"
201920,"East Riding of Yorkshire","LADU","1727","Level 3","59","169","147","943","409"
201718,"Kingston upon Hull, City of","LADU","3721","Total","213","658","482","1425","943"
201718,"Kingston upon Hull, City of","LADU","710","All other qualifications","88","244","134","56","188"
201718,"Kingston upon Hull, City of","LADU","767","Level 2","51","185","132","152","247"
201718,"Kingston upon Hull, City of","LADU","2244","Level 3","74","229","216","1217","508"
201819,"Kingston upon Hull, City of","LADU","3305","Total","156","615","456","1293","785"
201819,"Kingston upon Hull, City of","LADU","587","All other qualifications","52","202","117","75","141"
201819,"Kingston upon Hull, City of","LADU","836","Level 2","45","228","149","168","246"
201819,"Kingston upon Hull, City of","LADU","1882","Level 3","59","185","190","1050","398"
201920,"Kingston upon Hull, City of","LADU","3232","Total","172","576","428","1321","735"
201920,"Kingston upon Hull, City of","LADU","634","All other qualifications","70","213","121","96","134"
201920,"Kingston upon Hull, City of","LADU","592","Level 2","28","167","105","118","174"
201920,"Kingston upon Hull, City of","LADU","2006","Level 3","74","196","202","1107","427"
201718,"Kirklees","LADU","4842","Total","261","563","518","2719","781"
201718,"Kirklees","LADU","551","All other qualifications","75","174","102","103","97"
201718,"Kirklees","LADU","613","Level 2","43","115","142","150","163"
201718,"Kirklees","LADU","3678","Level 3","143","274","274","2466","521"
201819,"Kirklees","LADU","4491","Total","210","563","432","2467","819"
201819,"Kirklees","LADU","533","All other qualifications","73","167","77","108","108"
201819,"Kirklees","LADU","944","Level 2","37","170","169","328","240"
201819,"Kirklees","LADU","3014","Level 3","100","226","186","2031","471"
201920,"Kirklees","LADU","4491","Total","213","601","401","2421","855"
201920,"Kirklees","LADU","565","All other qualifications","65","188","79","111","122"
201920,"Kirklees","LADU","535","Level 2","30","124","100","146","135"
201920,"Kirklees","LADU","3391","Level 3","118","289","222","2164","598"
201718,"Leeds","LADU","7414","Total","388","1005","860","3485","1676"
201718,"Leeds","LADU","1188","All other qualifications","152","392","175","211","258"
201718,"Leeds","LADU","1292","Level 2","95","235","198","412","352"
201718,"Leeds","LADU","4934","Level 3","141","378","487","2862","1066"
201819,"Leeds","LADU","6775","Total","381","954","839","3030","1571"
201819,"Leeds","LADU","1012","All other qualifications","152","320","170","126","244"
201819,"Leeds","LADU","1294","Level 2","92","277","241","288","396"
201819,"Leeds","LADU","4469","Level 3","137","357","428","2616","931"
201920,"Leeds","LADU","7484","Total","385","1170","799","3460","1670"
201920,"Leeds","LADU","1133","All other qualifications","130","329","212","195","267"
201920,"Leeds","LADU","1591","Level 2","82","399","220","485","405"
201920,"Leeds","LADU","4760","Level 3","173","442","367","2780","998"
201718,"North East Lincolnshire","LADU","2365","Total","135","414","309","942","565"
201718,"North East Lincolnshire","LADU","515","All other qualifications","58","179","73","99","106"
201718,"North East Lincolnshire","LADU","550","Level 2","27","117","96","159","151"
201718,"North East Lincolnshire","LADU","1300","Level 3","50","118","140","684","308"
201819,"North East Lincolnshire","LADU","2308","Total","116","448","286","910","548"
201819,"North East Lincolnshire","LADU","477","All other qualifications","47","184","67","69","110"
201819,"North East Lincolnshire","LADU","692","Level 2","30","132","98","236","196"
201819,"North East Lincolnshire","LADU","1139","Level 3","39","132","121","605","242"
201920,"North East Lincolnshire","LADU","2181","Total","115","432","235","907","492"
201920,"North East Lincolnshire","LADU","470","All other qualifications","43","171","49","87","120"
201920,"North East Lincolnshire","LADU","508","Level 2","25","128","79","142","134"
201920,"North East Lincolnshire","LADU","1203","Level 3","47","133","107","678","238"
201718,"North Lincolnshire","LADU","1818","Total","106","236","242","787","447"
201718,"North Lincolnshire","LADU","301","All other qualifications","35","79","63","56","68"
201718,"North Lincolnshire","LADU","368","Level 2","23","61","62","105","117"
201718,"North Lincolnshire","LADU","1149","Level 3","48","96","117","626","262"
201819,"North Lincolnshire","LADU","1754","Total","99","258","240","701","456"
201819,"North Lincolnshire","LADU","251","All other qualifications","28","70","45","38","70"
201819,"North Lincolnshire","LADU","349","Level 2","20","93","70","56","110"
201819,"North Lincolnshire","LADU","1154","Level 3","51","95","125","607","276"
201920,"North Lincolnshire","LADU","2400","Total","93","401","255","1041","610"
201920,"North Lincolnshire","LADU","439","All other qualifications","39","144","63","82","111"
201920,"North Lincolnshire","LADU","442","Level 2","21","106","70","103","142"
201920,"North Lincolnshire","LADU","1519","Level 3","33","151","122","856","357"
201718,"North Yorkshire","LADU","4595","Total","173","405","462","2317","1238"
201718,"North Yorkshire","LADU","283","All other qualifications","31","78","53","28","93"
201718,"North Yorkshire","LADU","441","Level 2","40","77","93","61","170"
201718,"North Yorkshire","LADU","3871","Level 3","102","250","316","2228","975"
201819,"North Yorkshire","LADU","4341","Total","143","414","430","2216","1138"
201819,"North Yorkshire","LADU","227","All other qualifications","20","69","45","31","62"
201819,"North Yorkshire","LADU","625","Level 2","41","110","123","123","228"
201819,"North Yorkshire","LADU","3489","Level 3","82","235","262","2062","848"
201920,"North Yorkshire","LADU","4353","Total","141","450","369","2292","1101"
201920,"North Yorkshire","LADU","299","All other qualifications","34","74","55","40","96"
201920,"North Yorkshire","LADU","421","Level 2","22","98","83","65","153"
201920,"North Yorkshire","LADU","3633","Level 3","85","278","231","2187","852"
201718,"Rotherham","LADU","3183","Total","151","421","406","1403","802"
201718,"Rotherham","LADU","506","All other qualifications","65","149","84","81","127"
201718,"Rotherham","LADU","571","Level 2","28","119","108","121","195"
201718,"Rotherham","LADU","2106","Level 3","58","153","214","1201","480"
201819,"Rotherham","LADU","3523","Total","139","547","419","1470","948"
201819,"Rotherham","LADU","649","All other qualifications","55","202","102","95","195"
201819,"Rotherham","LADU","834","Level 2","38","186","118","201","291"
201819,"Rotherham","LADU","2040","Level 3","46","159","199","1174","462"
201920,"Rotherham","LADU","3028","Total","119","487","396","1275","751"
201920,"Rotherham","LADU","605","All other qualifications","44","178","127","88","168"
201920,"Rotherham","LADU","574","Level 2","32","147","106","102","187"
201920,"Rotherham","LADU","1849","Level 3","43","162","163","1085","396"
201718,"Sheffield","LADU","4921","Total","333","676","533","2227","1152"
201718,"Sheffield","LADU","796","All other qualifications","130","245","143","113","165"
201718,"Sheffield","LADU","755","Level 2","54","151","140","147","263"
201718,"Sheffield","LADU","3370","Level 3","149","280","250","1967","724"
201819,"Sheffield","LADU","4666","Total","250","676","448","2199","1093"
201819,"Sheffield","LADU","734","All other qualifications","110","228","99","141","156"
201819,"Sheffield","LADU","938","Level 2","47","195","132","256","308"
201819,"Sheffield","LADU","2994","Level 3","93","253","217","1802","629"
201920,"Sheffield","LADU","4867","Total","251","794","377","2405","1040"
201920,"Sheffield","LADU","906","All other qualifications","103","308","104","199","192"
201920,"Sheffield","LADU","757","Level 2","50","186","100","193","228"
201920,"Sheffield","LADU","3204","Level 3","98","300","173","2013","620"
201718,"Wakefield","LADU","3611","Total","153","558","465","1465","970"
201718,"Wakefield","LADU","569","All other qualifications","61","218","87","52","151"
201718,"Wakefield","LADU","483","Level 2","22","108","88","72","193"
201718,"Wakefield","LADU","2559","Level 3","70","232","290","1341","626"
201819,"Wakefield","LADU","3474","Total","170","568","420","1372","944"
201819,"Wakefield","LADU","581","All other qualifications","79","218","76","51","157"
201819,"Wakefield","LADU","615","Level 2","34","142","108","105","226"
