"geogConcat","metric","breakdown","subgroup","chartPeriod","timePeriod","latest","valueText","value"
"Enterprise M3 LEP","replacementDemand","Industry","Wholesale and retail trade","2020",2020-01-01,1,"0.0257374060006359",0.0257374060006359
"Gloucestershire LEP","replacementDemand","Industry","Accommodation and food","2020",2020-01-01,1,"0.0301196851362477",0.0301196851362477
"Gloucestershire LEP","replacementDemand","Industry","Agriculture","2020",2020-01-01,1,"0.0284002566408366",0.0284002566408366
"Gloucestershire LEP","replacementDemand","Industry","Arts and entertainment","2020",2020-01-01,1,"0.0320026750788451",0.0320026750788451
"Gloucestershire LEP","replacementDemand","Industry","Construction","2020",2020-01-01,1,"0.0257827066374423",0.0257827066374423
"Gloucestershire LEP","replacementDemand","Industry","Education","2020",2020-01-01,1,"0.0296751445585826",0.0296751445585826
"Gloucestershire LEP","replacementDemand","Industry","Electricity and gas","2020",2020-01-01,1,"0.0222793522810809",0.0222793522810809
"Gloucestershire LEP","replacementDemand","Industry","Engineering","2020",2020-01-01,1,"0.0222872479466705",0.0222872479466705
"Gloucestershire LEP","replacementDemand","Industry","Finance and insurance","2020",2020-01-01,1,"0.026531801755669",0.026531801755669
"Gloucestershire LEP","replacementDemand","Industry","Food drink and tobacco","2020",2020-01-01,1,"0.0228745063832936",0.0228745063832936
"Gloucestershire LEP","replacementDemand","Industry","Health and social work","2020",2020-01-01,1,"0.033549558688784",0.033549558688784
"Gloucestershire LEP","replacementDemand","Industry","Information technology","2020",2020-01-01,1,"0.0257887818881282",0.0257887818881282
"Gloucestershire LEP","replacementDemand","Industry","Media","2020",2020-01-01,1,"0.0252120440087651",0.0252120440087651
"Gloucestershire LEP","replacementDemand","Industry","Mining and quarrying","2020",2020-01-01,1,"0.0201473502418519",0.0201473502418519
"Gloucestershire LEP","replacementDemand","Industry","Other services","2020",2020-01-01,1,"0.028422171385984",0.028422171385984
"Gloucestershire LEP","replacementDemand","Industry","Professional services","2020",2020-01-01,1,"0.0284150143976456",0.0284150143976456
"Gloucestershire LEP","replacementDemand","Industry","Public admin","2020",2020-01-01,1,"0.027293728889854",0.027293728889854
"Gloucestershire LEP","replacementDemand","Industry","Real estate","2020",2020-01-01,1,"0.025627476163111",0.025627476163111
"Gloucestershire LEP","replacementDemand","Industry","Rest of manufacturing","2020",2020-01-01,1,"0.0225766740286744",0.0225766740286744
"Gloucestershire LEP","replacementDemand","Industry","Support services","2020",2020-01-01,1,"0.0294360489693284",0.0294360489693284
"Gloucestershire LEP","replacementDemand","Industry","Transport and storage","2020",2020-01-01,1,"0.0255890599202426",0.0255890599202426
"Gloucestershire LEP","replacementDemand","Industry","Water and sewerage","2020",2020-01-01,1,"0.0261533538444187",0.0261533538444187
"Gloucestershire LEP","replacementDemand","Industry","Wholesale and retail trade","2020",2020-01-01,1,"0.025502733854553",0.025502733854553
"Greater Birmingham and Solihull LEP","replacementDemand","Industry","Accommodation and food","2020",2020-01-01,1,"0.0306536612750121",0.0306536612750121
"Greater Birmingham and Solihull LEP","replacementDemand","Industry","Agriculture","2020",2020-01-01,1,"0.0291882065791986",0.0291882065791986
"Greater Birmingham and Solihull LEP","replacementDemand","Industry","Arts and entertainment","2020",2020-01-01,1,"0.0255543286313586",0.0255543286313586
"Greater Birmingham and Solihull LEP","replacementDemand","Industry","Construction","2020",2020-01-01,1,"0.0236690176107703",0.0236690176107703
"Greater Birmingham and Solihull LEP","replacementDemand","Industry","Education","2020",2020-01-01,1,"0.0299709452668777",0.0299709452668777
"Greater Birmingham and Solihull LEP","replacementDemand","Industry","Electricity and gas","2020",2020-01-01,1,"0.0234697716516294",0.0234697716516294
"Greater Birmingham and Solihull LEP","replacementDemand","Industry","Engineering","2020",2020-01-01,1,"0.0241154912065009",0.0241154912065009
"Greater Birmingham and Solihull LEP","replacementDemand","Industry","Finance and insurance","2020",2020-01-01,1,"0.0262804573922368",0.0262804573922368
"Greater Birmingham and Solihull LEP","replacementDemand","Industry","Food drink and tobacco","2020",2020-01-01,1,"0.024619794476135",0.024619794476135
"Greater Birmingham and Solihull LEP","replacementDemand","Industry","Health and social work","2020",2020-01-01,1,"0.0311067535322751",0.0311067535322751
"Greater Birmingham and Solihull LEP","replacementDemand","Industry","Information technology","2020",2020-01-01,1,"0.0254743725038289",0.0254743725038289
"Greater Birmingham and Solihull LEP","replacementDemand","Industry","Media","2020",2020-01-01,1,"0.0253652756973173",0.0253652756973173
"Greater Birmingham and Solihull LEP","replacementDemand","Industry","Mining and quarrying","2020",2020-01-01,1,"0.0167915798693159",0.0167915798693159
"Greater Birmingham and Solihull LEP","replacementDemand","Industry","Other services","2020",2020-01-01,1,"0.0271396156476273",0.0271396156476273
"Greater Birmingham and Solihull LEP","replacementDemand","Industry","Professional services","2020",2020-01-01,1,"0.0268815747083453",0.0268815747083453
"Greater Birmingham and Solihull LEP","replacementDemand","Industry","Public admin","2020",2020-01-01,1,"0.0274818790755544",0.0274818790755544
"Greater Birmingham and Solihull LEP","replacementDemand","Industry","Real estate","2020",2020-01-01,1,"0.0276942449626079",0.0276942449626079
"Greater Birmingham and Solihull LEP","replacementDemand","Industry","Rest of manufacturing","2020",2020-01-01,1,"0.022712425593576",0.022712425593576
"Greater Birmingham and Solihull LEP","replacementDemand","Industry","Support services","2020",2020-01-01,1,"0.0275423081484292",0.0275423081484292
"Greater Birmingham and Solihull LEP","replacementDemand","Industry","Transport and storage","2020",2020-01-01,1,"0.0284210039379704",0.0284210039379704
"Greater Birmingham and Solihull LEP","replacementDemand","Industry","Water and sewerage","2020",2020-01-01,1,"0.0252956833573228",0.0252956833573228
"Greater Birmingham and Solihull LEP","replacementDemand","Industry","Wholesale and retail trade","2020",2020-01-01,1,"0.0260644100390695",0.0260644100390695
"Greater Cambridge and Greater Peterborough LEP","replacementDemand","Industry","Accommodation and food","2020",2020-01-01,1,"0.029265367503809",0.029265367503809
"Greater Cambridge and Greater Peterborough LEP","replacementDemand","Industry","Agriculture","2020",2020-01-01,1,"0.0285001951212953",0.0285001951212953
"Greater Cambridge and Greater Peterborough LEP","replacementDemand","Industry","Arts and entertainment","2020",2020-01-01,1,"0.0258660139762152",0.0258660139762152
"Greater Cambridge and Greater Peterborough LEP","replacementDemand","Industry","Construction","2020",2020-01-01,1,"0.0246827591421064",0.0246827591421064
"Greater Cambridge and Greater Peterborough LEP","replacementDemand","Industry","Education","2020",2020-01-01,1,"0.0288903049366693",0.0288903049366693
"Greater Cambridge and Greater Peterborough LEP","replacementDemand","Industry","Electricity and gas","2020",2020-01-01,1,"0.0218499523672639",0.0218499523672639
"Greater Cambridge and Greater Peterborough LEP","replacementDemand","Industry","Engineering","2020",2020-01-01,1,"0.0224117928110363",0.0224117928110363
"Greater Cambridge and Greater Peterborough LEP","replacementDemand","Industry","Finance and insurance","2020",2020-01-01,1,"0.0252575533020452",0.0252575533020452
"Greater Cambridge and Greater Peterborough LEP","replacementDemand","Industry","Food drink and tobacco","2020",2020-01-01,1,"0.0258272879920087",0.0258272879920087
"Greater Cambridge and Greater Peterborough LEP","replacementDemand","Industry","Health and social work","2020",2020-01-01,1,"0.0330749134328214",0.0330749134328214
"Greater Cambridge and Greater Peterborough LEP","replacementDemand","Industry","Information technology","2020",2020-01-01,1,"0.0253740072199782",0.0253740072199782
"Greater Cambridge and Greater Peterborough LEP","replacementDemand","Industry","Media","2020",2020-01-01,1,"0.0252022066719464",0.0252022066719464
"Greater Cambridge and Greater Peterborough LEP","replacementDemand","Industry","Mining and quarrying","2020",2020-01-01,1,"0.0182000982496984",0.0182000982496984
"Greater Cambridge and Greater Peterborough LEP","replacementDemand","Industry","Other services","2020",2020-01-01,1,"0.0282497197112428",0.0282497197112428
"Greater Cambridge and Greater Peterborough LEP","replacementDemand","Industry","Professional services","2020",2020-01-01,1,"0.0280214710126847",0.0280214710126847
"Greater Cambridge and Greater Peterborough LEP","replacementDemand","Industry","Public admin","2020",2020-01-01,1,"0.0286992286608101",0.0286992286608101
"Greater Cambridge and Greater Peterborough LEP","replacementDemand","Industry","Real estate","2020",2020-01-01,1,"0.0288095091737457",0.0288095091737457
"Greater Cambridge and Greater Peterborough LEP","replacementDemand","Industry","Rest of manufacturing","2020",2020-01-01,1,"0.0223496038278315",0.0223496038278315
"Greater Cambridge and Greater Peterborough LEP","replacementDemand","Industry","Support services","2020",2020-01-01,1,"0.0281284826035009",0.0281284826035009
"Greater Cambridge and Greater Peterborough LEP","replacementDemand","Industry","Transport and storage","2020",2020-01-01,1,"0.0275760431524117",0.0275760431524117
"Greater Cambridge and Greater Peterborough LEP","replacementDemand","Industry","Water and sewerage","2020",2020-01-01,1,"0.0267304448645087",0.0267304448645087
"Greater Cambridge and Greater Peterborough LEP","replacementDemand","Industry","Wholesale and retail trade","2020",2020-01-01,1,"0.0261035799556837",0.0261035799556837
"Greater Lincolnshire LEP","replacementDemand","Industry","Accommodation and food","2020",2020-01-01,1,"0.0280679541026616",0.0280679541026616
"Greater Lincolnshire LEP","replacementDemand","Industry","Agriculture","2020",2020-01-01,1,"0.0267109010679669",0.0267109010679669
"Greater Lincolnshire LEP","replacementDemand","Industry","Arts and entertainment","2020",2020-01-01,1,"0.025388172056108",0.025388172056108
"Greater Lincolnshire LEP","replacementDemand","Industry","Construction","2020",2020-01-01,1,"0.0232930036916332",0.0232930036916332
"Greater Lincolnshire LEP","replacementDemand","Industry","Education","2020",2020-01-01,1,"0.0278844138695298",0.0278844138695298
"Greater Lincolnshire LEP","replacementDemand","Industry","Electricity and gas","2020",2020-01-01,1,"0.0232861528061292",0.0232861528061292
"Greater Lincolnshire LEP","replacementDemand","Industry","Engineering","2020",2020-01-01,1,"0.0222769086888519",0.0222769086888519
"Greater Lincolnshire LEP","replacementDemand","Industry","Finance and insurance","2020",2020-01-01,1,"0.0261248082243266",0.0261248082243266
"Greater Lincolnshire LEP","replacementDemand","Industry","Food drink and tobacco","2020",2020-01-01,1,"0.0250502554186858",0.0250502554186858
"Greater Lincolnshire LEP","replacementDemand","Industry","Health and social work","2020",2020-01-01,1,"0.031238149078892",0.031238149078892
"Greater Lincolnshire LEP","replacementDemand","Industry","Information technology","2020",2020-01-01,1,"0.0257472543053687",0.0257472543053687
"Greater Lincolnshire LEP","replacementDemand","Industry","Media","2020",2020-01-01,1,"0.0260991972672242",0.0260991972672242
"Greater Lincolnshire LEP","replacementDemand","Industry","Mining and quarrying","2020",2020-01-01,1,"0.0179732681819242",0.0179732681819242
"Greater Lincolnshire LEP","replacementDemand","Industry","Other services","2020",2020-01-01,1,"0.025299399268478",0.025299399268478
"Greater Lincolnshire LEP","replacementDemand","Industry","Professional services","2020",2020-01-01,1,"0.0280789378356654",0.0280789378356654
"Greater Lincolnshire LEP","replacementDemand","Industry","Public admin","2020",2020-01-01,1,"0.0271065581197287",0.0271065581197287
"Greater Lincolnshire LEP","replacementDemand","Industry","Real estate","2020",2020-01-01,1,"0.0258410466612924",0.0258410466612924
"Greater Lincolnshire LEP","replacementDemand","Industry","Rest of manufacturing","2020",2020-01-01,1,"0.0216239130491434",0.0216239130491434
"Greater Lincolnshire LEP","replacementDemand","Industry","Support services","2020",2020-01-01,1,"0.0274776321676844",0.0274776321676844
"Greater Lincolnshire LEP","replacementDemand","Industry","Transport and storage","2020",2020-01-01,1,"0.0265594775280191",0.0265594775280191
"Greater Lincolnshire LEP","replacementDemand","Industry","Water and sewerage","2020",2020-01-01,1,"0.0256193252725159",0.0256193252725159
"Greater Lincolnshire LEP","replacementDemand","Industry","Wholesale and retail trade","2020",2020-01-01,1,"0.0260742241771432",0.0260742241771432
"Greater Manchester LEP","replacementDemand","Industry","Accommodation and food","2020",2020-01-01,1,"0.0295683249233989",0.0295683249233989
"Greater Manchester LEP","replacementDemand","Industry","Agriculture","2020",2020-01-01,1,"0.0288902799840327",0.0288902799840327
"Greater Manchester LEP","replacementDemand","Industry","Arts and entertainment","2020",2020-01-01,1,"0.0257142525308032",0.0257142525308032
"Greater Manchester LEP","replacementDemand","Industry","Construction","2020",2020-01-01,1,"0.0232391334113604",0.0232391334113604
"Greater Manchester LEP","replacementDemand","Industry","Education","2020",2020-01-01,1,"0.0298197468348178",0.0298197468348178
"Greater Manchester LEP","replacementDemand","Industry","Electricity and gas","2020",2020-01-01,1,"0.0215301478318068",0.0215301478318068
"Greater Manchester LEP","replacementDemand","Industry","Engineering","2020",2020-01-01,1,"0.0243826085844105",0.0243826085844105
"Greater Manchester LEP","replacementDemand","Industry","Finance and insurance","2020",2020-01-01,1,"0.02654350036376",0.02654350036376
"Greater Manchester LEP","replacementDemand","Industry","Food drink and tobacco","2020",2020-01-01,1,"0.0237135828528192",0.0237135828528192
"Greater Manchester LEP","replacementDemand","Industry","Health and social work","2020",2020-01-01,1,"0.0314799481802654",0.0314799481802654
"Greater Manchester LEP","replacementDemand","Industry","Information technology","2020",2020-01-01,1,"0.0254901437611368",0.0254901437611368
"Greater Manchester LEP","replacementDemand","Industry","Media","2020",2020-01-01,1,"0.0256194656312128",0.0256194656312128
"Greater Manchester LEP","replacementDemand","Industry","Mining and quarrying","2020",2020-01-01,1,"0.0184275025847658",0.0184275025847658
"Greater Manchester LEP","replacementDemand","Industry","Other services","2020",2020-01-01,1,"0.0268845320815121",0.0268845320815121
"Greater Manchester LEP","replacementDemand","Industry","Professional services","2020",2020-01-01,1,"0.0274998031332847",0.0274998031332847
