"subgroup","metric","breakdown","geogConcat","chartPeriod","value","timePeriod","latest","valueText"
"Teaching and other educational professionals","wfReplacement","Occupation (SOC2020 submajor)","New Anglia LEP",2035,1.44216217052631,2035-01-01,1,"1.4421621705263092"
"Business, media and public service professionals","wfReplacement","Occupation (SOC2020 submajor)","New Anglia LEP",2035,9.72241554751758,2035-01-01,1,"9.7224155475175849"
"Science, engineering and technology associate professionals","wfReplacement","Occupation (SOC2020 submajor)","New Anglia LEP",2035,0.544987290027015,2035-01-01,1,"0.54498729002701474"
"Health and social care associate professionals","wfReplacement","Occupation (SOC2020 submajor)","New Anglia LEP",2035,12.6595110928182,2035-01-01,1,"12.659511092818192"
"Protective service occupations","wfReplacement","Occupation (SOC2020 submajor)","New Anglia LEP",2035,-0.114145050661163,2035-01-01,1,"-0.11414505066116298"
"Culture, media and sports occupations","wfReplacement","Occupation (SOC2020 submajor)","New Anglia LEP",2035,-0.985852975196078,2035-01-01,1,"-0.98585297519607806"
"Business and public service associate professionals","wfReplacement","Occupation (SOC2020 submajor)","New Anglia LEP",2035,4.35631794740739,2035-01-01,1,"4.3563179474073905"
"Administrative occupations","wfReplacement","Occupation (SOC2020 submajor)","New Anglia LEP",2035,0.214498198051203,2035-01-01,1,"0.21449819805120285"
"Secretarial and related occupations","wfReplacement","Occupation (SOC2020 submajor)","New Anglia LEP",2035,-5.93054299622246,2035-01-01,1,"-5.9305429962224583"
"Skilled agricultural and related trades","wfReplacement","Occupation (SOC2020 submajor)","New Anglia LEP",2035,1.09233265576517,2035-01-01,1,"1.0923326557651656"
"Skilled metal, electrical and electronic trades","wfReplacement","Occupation (SOC2020 submajor)","New Anglia LEP",2035,-0.711209114273402,2035-01-01,1,"-0.71120911427340161"
"Skilled construction and building trades","wfReplacement","Occupation (SOC2020 submajor)","New Anglia LEP",2035,-2.10050011378516,2035-01-01,1,"-2.1005001137851593"
"Textiles, printing and other skilled trades","wfReplacement","Occupation (SOC2020 submajor)","New Anglia LEP",2035,1.70941008394499,2035-01-01,1,"1.7094100839449879"
"Caring personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","New Anglia LEP",2035,9.41880443093925,2035-01-01,1,"9.4188044309392538"
"Leisure, travel and related personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","New Anglia LEP",2035,-0.637185600144857,2035-01-01,1,"-0.63718560014485703"
"Community and civil enforcement occupations","wfReplacement","Occupation (SOC2020 submajor)","New Anglia LEP",2035,-0.131298429087309,2035-01-01,1,"-0.13129842908730904"
"Sales occupations","wfReplacement","Occupation (SOC2020 submajor)","New Anglia LEP",2035,-2.0678246015934,2035-01-01,1,"-2.0678246015934008"
"Customer service occupations","wfReplacement","Occupation (SOC2020 submajor)","New Anglia LEP",2035,2.97822649865913,2035-01-01,1,"2.9782264986591347"
"Process, plant and machine operatives","wfReplacement","Occupation (SOC2020 submajor)","New Anglia LEP",2035,0.494735598558012,2035-01-01,1,"0.49473559855801241"
"Transport and mobile machine drivers and operatives","wfReplacement","Occupation (SOC2020 submajor)","New Anglia LEP",2035,1.47715065848703,2035-01-01,1,"1.4771506584870266"
"Elementary trades and related occupations","wfReplacement","Occupation (SOC2020 submajor)","New Anglia LEP",2035,12.308716163546,2035-01-01,1,"12.308716163545981"
"Elementary administration and service occupations","wfReplacement","Occupation (SOC2020 submajor)","New Anglia LEP",2035,-13.5647696800789,2035-01-01,1,"-13.564769680078868"
"All occupations","wfReplacement","Total","New Anglia LEP",2035,60.1479999999997,2035-01-01,1,"60.147999999999683"
"Elementary occupations","wfReplacement","Occupation (SOC2020 major)","North East MCA",2035,-1.38402764991044,2035-01-01,1,"-1.3840276499104363"
"Process, plant and machine operatives","wfReplacement","Occupation (SOC2020 major)","North East MCA",2035,-3.56068216033898,2035-01-01,1,"-3.5606821603389847"
"Sales and customer service occupations","wfReplacement","Occupation (SOC2020 major)","North East MCA",2035,1.22764066112694,2035-01-01,1,"1.2276406611269408"
"Caring, leisure and other service occupations","wfReplacement","Occupation (SOC2020 major)","North East MCA",2035,0.0540616378833008,2035-01-01,1,"5.4061637883300762E-2"
"Skilled trades occupations","wfReplacement","Occupation (SOC2020 major)","North East MCA",2035,-5.48363139028987,2035-01-01,1,"-5.4836313902898723"
"Administrative and secretarial occupations","wfReplacement","Occupation (SOC2020 major)","North East MCA",2035,-1.70130826549328,2035-01-01,1,"-1.7013082654932816"
"Associate professional occupations","wfReplacement","Occupation (SOC2020 major)","North East MCA",2035,7.74263610363905,2035-01-01,1,"7.7426361036390503"
"Professional occupations","wfReplacement","Occupation (SOC2020 major)","North East MCA",2035,15.9439864741997,2035-01-01,1,"15.943986474199718"
"Managers, directors and senior officials","wfReplacement","Occupation (SOC2020 major)","North East MCA",2035,1.01332458918356,2035-01-01,1,"1.0133245891835614"
"Corporate managers and directors","wfReplacement","Occupation (SOC2020 submajor)","North East MCA",2035,-1.18439847820047,2035-01-01,1,"-1.1843984782004746"
"Other managers and proprietors","wfReplacement","Occupation (SOC2020 submajor)","North East MCA",2035,2.19772306738404,2035-01-01,1,"2.197723067384036"
"Science, research, engineering and technology professionals","wfReplacement","Occupation (SOC2020 submajor)","North East MCA",2035,8.41495252420381,2035-01-01,1,"8.4149525242038052"
"Health professionals","wfReplacement","Occupation (SOC2020 submajor)","North East MCA",2035,1.86272469600987,2035-01-01,1,"1.8627246960098738"
"Teaching and other educational professionals","wfReplacement","Occupation (SOC2020 submajor)","North East MCA",2035,2.11745839996311,2035-01-01,1,"2.1174583999631125"
"Business, media and public service professionals","wfReplacement","Occupation (SOC2020 submajor)","North East MCA",2035,3.54885085402293,2035-01-01,1,"3.548850854022934"
"Science, engineering and technology associate professionals","wfReplacement","Occupation (SOC2020 submajor)","North East MCA",2035,-0.389390148305587,2035-01-01,1,"-0.38939014830558705"
"Health and social care associate professionals","wfReplacement","Occupation (SOC2020 submajor)","North East MCA",2035,8.62759770038909,2035-01-01,1,"8.6275977003890922"
"Protective service occupations","wfReplacement","Occupation (SOC2020 submajor)","North East MCA",2035,-1.09616074045548,2035-01-01,1,"-1.0961607404554812"
"Culture, media and sports occupations","wfReplacement","Occupation (SOC2020 submajor)","North East MCA",2035,-0.298394962432605,2035-01-01,1,"-0.29839496243260477"
"Business and public service associate professionals","wfReplacement","Occupation (SOC2020 submajor)","North East MCA",2035,0.898984254443636,2035-01-01,1,"0.89898425444363639"
"Administrative occupations","wfReplacement","Occupation (SOC2020 submajor)","North East MCA",2035,-0.0364438484139598,2035-01-01,1,"-3.6443848413959756E-2"
"Secretarial and related occupations","wfReplacement","Occupation (SOC2020 submajor)","North East MCA",2035,-1.66486441707932,2035-01-01,1,"-1.6648644170793236"
"Skilled agricultural and related trades","wfReplacement","Occupation (SOC2020 submajor)","North East MCA",2035,0.340242036207642,2035-01-01,1,"0.34024203620764171"
"Skilled metal, electrical and electronic trades","wfReplacement","Occupation (SOC2020 submajor)","North East MCA",2035,-3.05522523725114,2035-01-01,1,"-3.0552252372511362"
"Skilled construction and building trades","wfReplacement","Occupation (SOC2020 submajor)","North East MCA",2035,-2.8776674869419,2035-01-01,1,"-2.877667486941899"
"Textiles, printing and other skilled trades","wfReplacement","Occupation (SOC2020 submajor)","North East MCA",2035,0.10901929769552,2035-01-01,1,"0.10901929769551977"
"Caring personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","North East MCA",2035,1.3745248740764,2035-01-01,1,"1.3745248740764033"
"Leisure, travel and related personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","North East MCA",2035,-1.19993521425525,2035-01-01,1,"-1.1999352142552517"
"Community and civil enforcement occupations","wfReplacement","Occupation (SOC2020 submajor)","North East MCA",2035,-0.120528021937852,2035-01-01,1,"-0.12052802193785228"
"Sales occupations","wfReplacement","Occupation (SOC2020 submajor)","North East MCA",2035,-0.916449457223784,2035-01-01,1,"-0.91644945722378424"
"Customer service occupations","wfReplacement","Occupation (SOC2020 submajor)","North East MCA",2035,2.14409011835073,2035-01-01,1,"2.1440901183507268"
"Process, plant and machine operatives","wfReplacement","Occupation (SOC2020 submajor)","North East MCA",2035,-1.54278040151663,2035-01-01,1,"-1.5427804015166284"
"Transport and mobile machine drivers and operatives","wfReplacement","Occupation (SOC2020 submajor)","North East MCA",2035,-2.01790175882236,2035-01-01,1,"-2.017901758822358"
"Elementary trades and related occupations","wfReplacement","Occupation (SOC2020 submajor)","North East MCA",2035,5.92848117084609,2035-01-01,1,"5.9284811708460881"
"Elementary administration and service occupations","wfReplacement","Occupation (SOC2020 submajor)","North East MCA",2035,-7.31250882075653,2035-01-01,1,"-7.312508820756527"
"All occupations","wfReplacement","Total","North East MCA",2035,13.852,2035-01-01,1,"13.851999999999975"
"Elementary occupations","wfReplacement","Occupation (SOC2020 major)","North East LEP",2035,0.212508447990402,2035-01-01,1,"0.21250844799040181"
"Process, plant and machine operatives","wfReplacement","Occupation (SOC2020 major)","North East LEP",2035,-4.65417621716364,2035-01-01,1,"-4.6541762171636378"
"Sales and customer service occupations","wfReplacement","Occupation (SOC2020 major)","North East LEP",2035,4.09327273098137,2035-01-01,1,"4.0932727309813686"
"Caring, leisure and other service occupations","wfReplacement","Occupation (SOC2020 major)","North East LEP",2035,1.83716880215917,2035-01-01,1,"1.8371688021591694"
"Skilled trades occupations","wfReplacement","Occupation (SOC2020 major)","North East LEP",2035,-7.75353794168706,2035-01-01,1,"-7.7535379416870569"
"Administrative and secretarial occupations","wfReplacement","Occupation (SOC2020 major)","North East LEP",2035,-1.97126462564012,2035-01-01,1,"-1.9712646256401172"
"Associate professional occupations","wfReplacement","Occupation (SOC2020 major)","North East LEP",2035,18.4610474803797,2035-01-01,1,"18.461047480379676"
"Professional occupations","wfReplacement","Occupation (SOC2020 major)","North East LEP",2035,34.3381461936453,2035-01-01,1,"34.338146193645315"
"Managers, directors and senior officials","wfReplacement","Occupation (SOC2020 major)","North East LEP",2035,4.14883512933486,2035-01-01,1,"4.1488351293348558"
"Corporate managers and directors","wfReplacement","Occupation (SOC2020 submajor)","North East LEP",2035,-1.22747207489106,2035-01-01,1,"-1.227472074891061"
"Other managers and proprietors","wfReplacement","Occupation (SOC2020 submajor)","North East LEP",2035,5.37630720422592,2035-01-01,1,"5.3763072042259203"
"Science, research, engineering and technology professionals","wfReplacement","Occupation (SOC2020 submajor)","North East LEP",2035,17.0618783483853,2035-01-01,1,"17.061878348385342"
"Health professionals","wfReplacement","Occupation (SOC2020 submajor)","North East LEP",2035,5.60836266196298,2035-01-01,1,"5.6083626619629783"
"Teaching and other educational professionals","wfReplacement","Occupation (SOC2020 submajor)","North East LEP",2035,4.07872131019737,2035-01-01,1,"4.0787213101973734"
"Business, media and public service professionals","wfReplacement","Occupation (SOC2020 submajor)","North East LEP",2035,7.5891838730996,2035-01-01,1,"7.5891838730996"
"Science, engineering and technology associate professionals","wfReplacement","Occupation (SOC2020 submajor)","North East LEP",2035,-0.175937263554811,2035-01-01,1,"-0.1759372635548111"
"Health and social care associate professionals","wfReplacement","Occupation (SOC2020 submajor)","North East LEP",2035,18.5099016575495,2035-01-01,1,"18.509901657549488"
"Protective service occupations","wfReplacement","Occupation (SOC2020 submajor)","North East LEP",2035,-1.79459605955054,2035-01-01,1,"-1.794596059550539"
"Culture, media and sports occupations","wfReplacement","Occupation (SOC2020 submajor)","North East LEP",2035,-0.417451648308967,2035-01-01,1,"-0.41745164830896719"
"Business and public service associate professionals","wfReplacement","Occupation (SOC2020 submajor)","North East LEP",2035,2.3391307942445,2035-01-01,1,"2.3391307942445039"
"Administrative occupations","wfReplacement","Occupation (SOC2020 submajor)","North East LEP",2035,1.3782670348337,2035-01-01,1,"1.3782670348336978"
"Secretarial and related occupations","wfReplacement","Occupation (SOC2020 submajor)","North East LEP",2035,-3.34953166047382,2035-01-01,1,"-3.349531660473815"
"Skilled agricultural and related trades","wfReplacement","Occupation (SOC2020 submajor)","North East LEP",2035,0.724740468044873,2035-01-01,1,"0.7247404680448728"
"Skilled metal, electrical and electronic trades","wfReplacement","Occupation (SOC2020 submajor)","North East LEP",2035,-4.51600492403131,2035-01-01,1,"-4.5160049240313143"
"Skilled construction and building trades","wfReplacement","Occupation (SOC2020 submajor)","North East LEP",2035,-4.73349690053879,2035-01-01,1,"-4.7334969005387855"
"Textiles, printing and other skilled trades","wfReplacement","Occupation (SOC2020 submajor)","North East LEP",2035,0.771223414838165,2035-01-01,1,"0.7712234148381647"
"Caring personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","North East LEP",2035,3.76041763457068,2035-01-01,1,"3.760417634570679"
"Leisure, travel and related personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","North East LEP",2035,-1.70017544160979,2035-01-01,1,"-1.7001754416097903"
"Community and civil enforcement occupations","wfReplacement","Occupation (SOC2020 submajor)","North East LEP",2035,-0.223073390801733,2035-01-01,1,"-0.22307339080173305"
"Sales occupations","wfReplacement","Occupation (SOC2020 submajor)","North East LEP",2035,-0.367494615807502,2035-01-01,1,"-0.36749461580750165"
"Customer service occupations","wfReplacement","Occupation (SOC2020 submajor)","North East LEP",2035,4.46076734678887,2035-01-01,1,"4.4607673467888738"
"Process, plant and machine operatives","wfReplacement","Occupation (SOC2020 submajor)","North East LEP",2035,-1.94067004497312,2035-01-01,1,"-1.9406700449731211"
"Transport and mobile machine drivers and operatives","wfReplacement","Occupation (SOC2020 submajor)","North East LEP",2035,-2.71350617219051,2035-01-01,1,"-2.7135061721905096"
